time,temperature
92700.0,375.29474
93600.0,374.7988
94500.0,374.19965
95400.0,375.89066
96300.0,375.20004
97200.0,375.19775
98100.0,375.49628
99000.0,375.19867
99900.0,375.29648
100800.0,375.79486
101700.0,372.61023
102600.0,374.38889
103500.0,375.49246
104400.0,375.19839
105300.0,371.6116
106200.0,374.38461
107100.0,372.70413
108000.0,371.50272
108900.0,370.99948
109800.0,371.79324
110700.0,371.00092
111600.0,371.49512
112500.0,370.99988
113400.0,372.38879
114300.0,369.90698
115200.0,372.18884
116100.0,370.90247
117000.0,371.19574
117900.0,371.69366
118800.0,371.89523
119700.0,370.50369
120600.0,370.79575
121500.0,371.39288
122400.0,371.39752
123300.0,371.79492
124200.0,372.5928
125100.0,372.8945
126000.0,373.59131
126900.0,372.20328
127800.0,373.29147
128700.0,374.29285
129600.0,374.59485
130500.0,372.50662
131400.0,374.28717
132300.0,374.9928
133200.0,374.79709
134100.0,373.7012
135000.0,372.4028
135900.0,371.99979
136800.0,374.88254
137700.0,373.50388
138600.0,374.49133
139500.0,375.19269
140400.0,374.89758
141300.0,374.39871
142200.0,374.29785
143100.0,375.19296
144000.0,373.60406
144900.0,374.49185
145800.0,373.8002
146700.0,373.49789
147600.0,373.19913
148500.0,373.69266
149400.0,372.90024
150300.0,371.10489
151200.0,372.49088
152100.0,373.8891
153000.0,372.80246
153900.0,371.90103
154800.0,371.59833
155700.0,372.49213
156600.0,372.89386
157500.0,372.79684
158400.0,372.99438
159300.0,372.40015
160200.0,372.29782
161100.0,373.3916
162000.0,372.50085
162900.0,374.18887
163800.0,372.90262
164700.0,373.79193
165600.0,373.59833
166500.0,374.19443
167400.0,374.99301
168300.0,376.98593
169200.0,374.90649
170100.0,376.19064
171000.0,375.79901
171900.0,376.29388
172800.0,376.19855
173700.0,377.78864
174600.0,376.80115
175500.0,375.50275
176400.0,374.99893
177300.0,374.49887
178200.0,373.99887
179100.0,374.49438
180000.0,375.79044
180900.0,375.6969
181800.0,374.90021
182700.0,373.50333
183600.0,375.28821
184500.0,375.79425
185400.0,375.10153
186300.0,375.7933
187200.0,375.8956
188100.0,373.20911
189000.0,374.78845
189900.0,375.89127
190800.0,373.80783
191700.0,372.10422
192600.0,373.78995
193500.0,371.90494
194400.0,373.68805
195300.0,372.30331
196200.0,371.69986
197100.0,373.09052
198000.0,372.29959
198900.0,371.00333
199800.0,370.99673
200700.0,371.29541
201600.0,371.59579
202500.0,372.69067
203400.0,372.09866
204300.0,370.90283
205200.0,371.59277
206100.0,371.49741
207000.0,372.29285
207900.0,373.39069
208800.0,372.79947
209700.0,373.79178
210600.0,373.89603
211500.0,373.69769
212400.0,374.59259
213300.0,375.98984
214200.0,373.70859
215100.0,372.70148
216000.0,372.89578
216900.0,373.89102
217800.0,373.20001
218700.0,375.78418
219600.0,375.39828
220500.0,375.89182
221400.0,374.30576
222300.0,375.19107
223200.0,374.69962
224100.0,374.79581
225000.0,375.492
225900.0,374.60162
226800.0,374.29767
227700.0,372.40637
228600.0,376.47653
229500.0,375.40149
230400.0,373.40704
231300.0,371.60614
232200.0,374.38031
233100.0,374.49545
234000.0,373.69968
234900.0,372.40341
235800.0,371.60068
236700.0,373.18649
237600.0,373.99133
238500.0,371.80942
239400.0,371.79489
240300.0,371.59695
241200.0,371.49582
242100.0,371.89145
243000.0,372.09354
243900.0,372.59119
244800.0,372.49652
245700.0,373.7876
246600.0,373.09869
247500.0,372.10242
248400.0,371.89725
249300.0,372.49014
250200.0,372.29642
251100.0,373.28796
252000.0,372.50061
252900.0,374.1796
253800.0,375.1861
254700.0,375.19412
255600.0,374.0032
256500.0,375.48334
257400.0,374.2052
258300.0,375.2861
259200.0,373.60733
260100.0,374.38928
261000.0,373.40137
261900.0,372.2038
262800.0,372.59189
263700.0,375.17761
264600.0,374.69742
265500.0,373.20615
266400.0,374.38632
267300.0,373.89865
268200.0,373.7959
269100.0,374.19138
270000.0,371.91226
270900.0,371.79581
271800.0,373.38403
272700.0,371.90601
273600.0,370.8028
274500.0,372.58176
275400.0,372.49542
276300.0,371.10565
277200.0,369.90347
278100.0,371.38425
279000.0,372.08917
279900.0,371.59967
280800.0,371.4957
281700.0,371.19827
282600.0,371.69275
283500.0,370.60278
284400.0,371.48981
285300.0,370.40289
286200.0,370.89142
287100.0,371.09372
288000.0,371.19461
288900.0,370.00372
289800.0,371.18777
290700.0,371.79047
291600.0,371.39822
292500.0,371.59363
293400.0,370.7019
294300.0,372.7829
295200.0,370.11356
296100.0,369.30093
297000.0,369.49402
297900.0,369.19867
298800.0,372.37524
299700.0,372.99136
300600.0,372.39914
301500.0,372.99045
302400.0,372.79648
303300.0,373.79044
304200.0,374.49268
305100.0,373.20425
306000.0,372.40051
306900.0,374.18597
307800.0,373.99707
308700.0,373.99536
309600.0,373.89661
310500.0,374.19516
311400.0,374.79221
312300.0,374.29831
313200.0,373.2019
314100.0,371.40643
315000.0,373.18826
315900.0,372.69897
316800.0,374.88519
317700.0,374.19986
318600.0,370.91467
319500.0,371.99091
320400.0,373.19101
321300.0,371.10657
322200.0,372.18985
323100.0,371.40085
324000.0,370.89911
324900.0,373.28497
325800.0,373.39618
326700.0,371.50488
327600.0,372.7912
328500.0,372.79773
329400.0,373.99213
330300.0,372.10532
331200.0,372.39676
332100.0,373.19226
333000.0,372.50027
333900.0,373.29321
334800.0,372.30219
335700.0,371.99734
336600.0,371.29999
337500.0,371.99573
338400.0,372.99405
339300.0,374.29123
340200.0,373.99796
341100.0,373.40005
342000.0,373.69598
342900.0,372.70114
343800.0,373.89255
344700.0,374.39459
345600.0,373.90067
346500.0,375.28659
347400.0,373.60394
348300.0,371.30637
349200.0,371.69351
350100.0,373.8912
351000.0,374.89404
351900.0,373.90109
352800.0,375.39093
353700.0,373.10583
354600.0,372.59869
355500.0,371.50153
356400.0,374.18741
357300.0,371.40869
358200.0,373.78754
359100.0,373.29813
360000.0,372.60083
360900.0,372.89618
361800.0,374.59027
362700.0,372.90381
363600.0,372.29962
364500.0,371.7005
365400.0,371.99521
366300.0,371.39883
367200.0,370.40134
368100.0,371.19324
369000.0,370.69977
369900.0,371.19443
370800.0,371.69409
371700.0,370.30356
372600.0,370.9939
373500.0,371.49472
374400.0,370.99997
375300.0,370.79709
376200.0,370.00049
377100.0,372.88242
378000.0,371.90039
378900.0,370.40433
379800.0,371.88846
380700.0,371.69751
381600.0,371.9953
382500.0,370.30441
383400.0,371.29166
384300.0,370.69937
385200.0,372.48569
386100.0,371.20334
387000.0,372.88666
387900.0,372.59692
388800.0,371.60141
389700.0,372.49045
390600.0,373.19189
391500.0,371.60449
392400.0,372.7887
393300.0,372.69684
394200.0,373.29236
395100.0,372.00415
396000.0,371.59839
396900.0,371.49741
397800.0,371.89343
398700.0,371.89624
399600.0,374.383
400500.0,371.11551
401400.0,370.99625
402300.0,371.79089
403200.0,372.1933
404100.0,370.90402
405000.0,370.89648
405900.0,371.19318
406800.0,371.09619
407700.0,372.18903
408600.0,371.20172
409500.0,372.18985
410400.0,372.39413
411300.0,372.19638
412200.0,371.69879
413100.0,371.39761
414000.0,371.49551
414900.0,372.4888
415800.0,371.89975
416700.0,371.896
417600.0,372.19446
418500.0,372.98984
419400.0,373.69122
420300.0,373.69531
421200.0,372.30396
422100.0,373.38895
423000.0,372.8992
423900.0,372.49796
424800.0,372.39636
425700.0,376.77161
426600.0,374.50925
427500.0,373.3028
428400.0,372.10306
429300.0,376.56693
430200.0,374.50848
431100.0,372.50659
432000.0,372.69464
432900.0,375.28012
433800.0,374.90002
434700.0,376.28796
435600.0,375.00327
436500.0,374.79681
437400.0,373.10583
438300.0,374.68683
439200.0,375.19232
440100.0,372.70956
441000.0,374.28836
441900.0,374.39572
442800.0,372.90393
443700.0,371.40393
444600.0,374.97748
445500.0,374.29987
446400.0,372.80417
447300.0,374.58804
448200.0,375.39111
449100.0,374.69983
450000.0,372.10928
450900.0,371.49951
451800.0,373.18863
452700.0,371.50522
453600.0,370.79999
454500.0,371.69147
455400.0,372.19385
456300.0,371.99759
457200.0,370.40436
458100.0,371.19321
459000.0,372.29126
459900.0,371.60095
460800.0,371.49719
461700.0,372.39236
462600.0,371.0032
463500.0,371.29504
464400.0,371.69598
465300.0,372.59253
466200.0,371.80038
467100.0,371.89639
468000.0,370.60349
468900.0,370.79593
469800.0,371.09515
470700.0,372.09143
471600.0,370.60498
472500.0,371.29218
473400.0,371.79443
474300.0,372.3931
475200.0,372.59534
476100.0,373.29358
477000.0,372.59985
477900.0,373.59216
478800.0,374.29282
479700.0,371.31064
480600.0,371.19656
481500.0,370.99786
482400.0,370.897
483300.0,370.99655
484200.0,371.99179
485100.0,371.99683
486000.0,372.4939
486900.0,372.09845
487800.0,371.69949
488700.0,372.59158
489600.0,372.29782
490500.0,371.30139
491400.0,370.40088
492300.0,370.89319
493200.0,370.00104
494100.0,370.59332
495000.0,370.59634
495900.0,369.4024
496800.0,370.39142
497700.0,370.59424
498600.0,370.99292
499500.0,370.10123
500400.0,370.59167
501300.0,370.09879
502200.0,370.79172
503100.0,371.19312
504000.0,370.89685
504900.0,370.20059
505800.0,370.69186
506700.0,370.39673
507600.0,369.89896
508500.0,370.68979
509400.0,370.59595
510300.0,369.99973
511200.0,370.59265
512100.0,371.59033
513000.0,373.58154
513900.0,372.89984
514800.0,373.19321
515700.0,374.38705
516600.0,375.28983
517500.0,374.99792
518400.0,375.19385
519300.0,375.49249
520200.0,375.89279
521100.0,372.71573
522000.0,373.58844
522900.0,373.09836
523800.0,374.98041
524700.0,374.69693
525600.0,374.89316
526500.0,374.99408
527400.0,373.90204
528300.0,372.30652
529200.0,373.98297
530100.0,373.1012
531000.0,375.67639
531900.0,375.59579
532800.0,374.60153
533700.0,371.41788
534600.0,372.68619
535500.0,371.90097
536400.0,373.68414
537300.0,371.7084
538200.0,373.18536
539100.0,371.50644
540000.0,371.79276
540900.0,371.99313
541800.0,369.71082
542700.0,370.49033
543600.0,368.80743
544500.0,367.50476
545400.0,367.09796
546300.0,368.18869
547200.0,365.21436
548100.0,366.09085
549000.0,368.38004
549900.0,369.48761
550800.0,367.11133
551700.0,369.77676
552600.0,369.29874
553500.0,371.37924
554400.0,372.58646
555300.0,371.80109
556200.0,371.19928
557100.0,372.18854
558000.0,370.40726
558900.0,369.99789
559800.0,371.78165
560700.0,373.18546
561600.0,371.70535
562500.0,373.08615
563400.0,371.60489
564300.0,371.6955
565200.0,372.09198
566100.0,371.89709
567000.0,372.39249
567900.0,373.38861
568800.0,372.8988
569700.0,372.49799
570600.0,372.29846
571500.0,372.89166
572400.0,372.69708
573300.0,372.00107
574200.0,371.69809
575100.0,372.09341
576000.0,372.09622
576900.0,372.29388
577800.0,371.50043
578700.0,370.70047
579600.0,370.59732
580500.0,369.00452
581400.0,367.70328
582300.0,370.48083
583200.0,369.89816
584100.0,367.11008
585000.0,369.68597
585900.0,370.59268
586800.0,367.41223
587700.0,368.79044
588600.0,368.99512
589500.0,365.91269
590400.0,367.4874
591300.0,367.79477
592200.0,367.99478
593100.0,365.21057
594000.0,366.49036
594900.0,366.19836
595800.0,367.39191
596700.0,364.80905
597600.0,369.47443
598500.0,371.78601
599400.0,371.10016
600300.0,370.89828
601200.0,371.69366
602100.0,371.59747
603000.0,372.99045
603900.0,372.9968
