time,temperature
151200.0,272.39999
152100.0,272.5
153000.0,272.70001
153900.0,272.5
154800.0,272.79999
155700.0,272.60001
156600.0,272.60001
157500.0,272.79999
158400.0,272.89999
159300.0,273.10001
160200.0,272.89999
161100.0,273.0
162000.0,273.0
162900.0,273.20001
163800.0,273.5
164700.0,273.89999
165600.0,274.5
166500.0,275.0
167400.0,275.0
168300.0,275.5
169200.0,275.89999
170100.0,276.10001
171000.0,275.89999
171900.0,275.60001
172800.0,275.60001
173700.0,275.79999
174600.0,275.79999
175500.0,275.89999
176400.0,275.89999
177300.0,276.10001
178200.0,276.20001
179100.0,276.20001
180000.0,276.20001
180900.0,276.10001
181800.0,276.29999
182700.0,276.39999
183600.0,276.5
184500.0,276.5
185400.0,276.5
186300.0,276.5
187200.0,276.60001
188100.0,276.70001
189000.0,276.70001
189900.0,276.70001
190800.0,276.60001
191700.0,276.60001
192600.0,276.60001
193500.0,276.70001
194400.0,276.79999
195300.0,276.79999
196200.0,277.0
197100.0,276.89999
198000.0,277.10001
198900.0,277.10001
199800.0,277.0
200700.0,277.0
201600.0,276.89999
202500.0,276.89999
203400.0,276.70001
204300.0,276.89999
205200.0,276.79999
206100.0,276.79999
207000.0,276.79999
207900.0,276.89999
208800.0,277.0
209700.0,277.0
210600.0,277.10001
211500.0,277.10001
212400.0,277.10001
213300.0,277.0
214200.0,277.0
215100.0,277.0
216000.0,276.89999
216900.0,276.89999
217800.0,277.10001
218700.0,276.89999
219600.0,276.89999
220500.0,276.89999
221400.0,276.89999
222300.0,276.89999
223200.0,276.79999
224100.0,276.5
225000.0,276.39999
225900.0,276.29999
226800.0,276.20001
227700.0,276.0
228600.0,276.0
229500.0,275.89999
230400.0,275.5
231300.0,275.29999
232200.0,275.10001
233100.0,275.10001
234000.0,275.10001
234900.0,274.89999
235800.0,274.79999
236700.0,274.20001
237600.0,274.29999
238500.0,273.89999
239400.0,273.89999
240300.0,274.0
241200.0,273.60001
242100.0,273.5
243000.0,273.60001
243900.0,273.5
244800.0,273.5
245700.0,273.39999
246600.0,273.5
247500.0,273.70001
248400.0,273.79999
249300.0,273.5
250200.0,273.5
251100.0,274.29999
252000.0,274.5
252900.0,275.10001
253800.0,276.10001
254700.0,276.70001
255600.0,276.70001
256500.0,277.39999
257400.0,277.70001
258300.0,277.79999
259200.0,278.29999
260100.0,278.5
261000.0,278.5
261900.0,278.20001
262800.0,278.70001
263700.0,278.5
264600.0,278.60001
265500.0,278.70001
266400.0,278.70001
267300.0,278.60001
268200.0,278.39999
269100.0,278.20001
270000.0,278.39999
270900.0,278.20001
271800.0,278.29999
272700.0,278.29999
273600.0,278.39999
274500.0,278.0
275400.0,277.60001
276300.0,277.39999
277200.0,277.0
278100.0,277.0
279000.0,276.5
279900.0,276.5
280800.0,276.29999
281700.0,276.10001
282600.0,276.0
283500.0,276.0
284400.0,275.5
285300.0,275.39999
286200.0,275.20001
287100.0,275.20001
288000.0,275.20001
288900.0,275.20001
289800.0,275.0
290700.0,275.0
291600.0,275.0
292500.0,275.0
293400.0,275.10001
294300.0,275.10001
295200.0,275.10001
296100.0,275.0
297000.0,275.29999
297900.0,275.10001
298800.0,275.0
299700.0,275.0
300600.0,275.10001
301500.0,275.10001
302400.0,275.10001
303300.0,274.89999
304200.0,274.70001
305100.0,274.70001
306000.0,274.79999
306900.0,274.89999
307800.0,274.70001
308700.0,274.39999
309600.0,274.89999
310500.0,275.20001
311400.0,275.20001
312300.0,275.10001
313200.0,275.10001
314100.0,275.20001
315000.0,275.29999
315900.0,275.5
316800.0,275.5
317700.0,275.29999
318600.0,275.29999
319500.0,275.39999
320400.0,275.5
321300.0,275.39999
322200.0,275.39999
323100.0,275.5
324000.0,275.5
324900.0,275.5
325800.0,275.29999
326700.0,275.10001
327600.0,275.10001
328500.0,274.89999
329400.0,274.89999
330300.0,274.79999
331200.0,274.70001
332100.0,274.5
333000.0,274.5
333900.0,274.60001
334800.0,274.89999
335700.0,274.79999
336600.0,275.10001
337500.0,275.10001
338400.0,275.10001
339300.0,276.0
340200.0,276.60001
341100.0,277.10001
342000.0,277.79999
342900.0,278.29999
343800.0,278.29999
344700.0,278.5
345600.0,278.70001
346500.0,278.89999
347400.0,279.5
348300.0,279.79999
349200.0,279.79999
350100.0,279.70001
351000.0,279.5
351900.0,279.20001
352800.0,279.0
353700.0,278.39999
354600.0,278.39999
355500.0,278.0
356400.0,277.79999
357300.0,277.89999
358200.0,277.89999
359100.0,277.60001
360000.0,277.60001
360900.0,277.60001
361800.0,277.10001
362700.0,277.10001
363600.0,276.70001
364500.0,276.5
365400.0,276.10001
366300.0,276.10001
367200.0,275.89999
368100.0,275.70001
369000.0,275.5
369900.0,275.20001
370800.0,275.10001
371700.0,275.10001
372600.0,274.89999
373500.0,274.5
374400.0,274.39999
375300.0,274.20001
376200.0,274.10001
377100.0,274.10001
378000.0,273.79999
378900.0,273.70001
379800.0,273.60001
380700.0,273.29999
381600.0,273.39999
382500.0,273.39999
383400.0,273.29999
384300.0,273.0
385200.0,272.79999
386100.0,272.79999
387000.0,272.60001
387900.0,272.60001
388800.0,272.39999
389700.0,272.29999
390600.0,272.29999
391500.0,272.20001
392400.0,272.10001
393300.0,271.89999
394200.0,271.89999
395100.0,271.5
396000.0,271.5
396900.0,271.60001
397800.0,271.29999
398700.0,271.29999
399600.0,271.29999
400500.0,271.10001
401400.0,271.10001
402300.0,271.0
403200.0,271.10001
404100.0,271.10001
405000.0,271.10001
405900.0,270.70001
406800.0,270.70001
407700.0,270.5
408600.0,270.5
409500.0,270.5
410400.0,270.5
411300.0,270.60001
412200.0,270.20001
413100.0,270.10001
414000.0,270.29999
414900.0,270.10001
415800.0,270.10001
416700.0,269.70001
417600.0,269.70001
418500.0,269.70001
419400.0,269.79999
420300.0,270.20001
421200.0,270.5
422100.0,271.29999
423000.0,271.70001
423900.0,271.70001
424800.0,272.20001
425700.0,273.0
426600.0,273.5
427500.0,274.29999
428400.0,274.79999
429300.0,274.79999
430200.0,275.29999
431100.0,275.70001
432000.0,276.10001
432900.0,276.60001
433800.0,277.10001
434700.0,277.10001
435600.0,277.29999
436500.0,277.39999
437400.0,277.39999
438300.0,277.39999
439200.0,277.0
440100.0,277.0
441000.0,276.79999
441900.0,276.70001
442800.0,276.70001
443700.0,276.70001
444600.0,276.89999
445500.0,276.70001
446400.0,276.70001
447300.0,276.29999
448200.0,275.89999
449100.0,275.60001
450000.0,275.39999
450900.0,275.20001
451800.0,275.20001
452700.0,274.89999
453600.0,274.60001
454500.0,274.29999
455400.0,274.29999
456300.0,274.20001
457200.0,274.20001
458100.0,274.10001
459000.0,273.79999
459900.0,273.60001
460800.0,273.60001
461700.0,273.29999
462600.0,273.29999
463500.0,273.20001
464400.0,273.20001
465300.0,273.20001
466200.0,272.79999
467100.0,272.70001
468000.0,272.70001
468900.0,272.70001
469800.0,272.79999
470700.0,272.29999
471600.0,272.29999
472500.0,272.10001
473400.0,272.10001
474300.0,272.29999
475200.0,272.29999
476100.0,272.29999
477000.0,272.60001
477900.0,272.5
478800.0,272.5
479700.0,272.5
480600.0,272.5
481500.0,272.5
482400.0,272.39999
483300.0,272.20001
484200.0,272.29999
485100.0,272.29999
486000.0,272.29999
486900.0,272.20001
487800.0,272.29999
488700.0,272.29999
489600.0,272.5
490500.0,272.5
491400.0,272.5
492300.0,272.60001
493200.0,272.79999
494100.0,272.89999
495000.0,273.0
495900.0,273.0
496800.0,273.0
497700.0,273.0
498600.0,273.10001
499500.0,273.20001
500400.0,273.20001
501300.0,273.20001
502200.0,273.20001
503100.0,273.29999
504000.0,273.39999
504900.0,273.5
505800.0,273.5
506700.0,273.60001
507600.0,273.70001
508500.0,273.70001
509400.0,273.89999
510300.0,273.89999
511200.0,273.89999
512100.0,274.10001
513000.0,274.29999
513900.0,274.60001
514800.0,274.79999
515700.0,274.79999
516600.0,274.79999
517500.0,274.70001
518400.0,274.79999
519300.0,274.79999
520200.0,274.70001
521100.0,274.5
522000.0,274.5
522900.0,274.5
523800.0,274.60001
524700.0,274.70001
525600.0,274.89999
526500.0,274.79999
527400.0,274.79999
528300.0,275.0
529200.0,274.79999
530100.0,275.10001
531000.0,274.70001
531900.0,274.70001
532800.0,274.70001
533700.0,274.70001
534600.0,274.5
535500.0,274.20001
536400.0,274.10001
537300.0,273.89999
538200.0,273.70001
539100.0,273.70001
540000.0,273.89999
540900.0,273.89999
541800.0,273.70001
542700.0,274.0
543600.0,273.89999
544500.0,273.89999
545400.0,274.0
546300.0,274.0
547200.0,274.0
548100.0,273.89999
549000.0,274.0
549900.0,274.0
550800.0,274.0
551700.0,274.10001
552600.0,274.0
553500.0,274.0
554400.0,273.89999
555300.0,273.89999
556200.0,273.89999
557100.0,274.0
558000.0,274.0
558900.0,274.29999
559800.0,274.10001
560700.0,274.10001
561600.0,274.10001
562500.0,274.0
563400.0,274.0
564300.0,274.0
565200.0,273.89999
566100.0,273.89999
567000.0,274.0
567900.0,273.89999
568800.0,273.89999
569700.0,273.79999
570600.0,273.89999
571500.0,273.89999
572400.0,273.70001
573300.0,273.60001
574200.0,273.70001
575100.0,273.70001
576000.0,273.5
576900.0,273.5
577800.0,273.60001
578700.0,273.60001
579600.0,273.70001
580500.0,273.70001
581400.0,273.79999
582300.0,273.79999
583200.0,273.79999
584100.0,273.79999
585000.0,273.79999
585900.0,273.89999
586800.0,273.79999
587700.0,273.79999
588600.0,273.79999
589500.0,273.79999
590400.0,273.79999
591300.0,273.79999
592200.0,273.89999
593100.0,273.89999
594000.0,274.0
594900.0,274.0
595800.0,274.0
596700.0,273.89999
597600.0,274.0
598500.0,273.89999
599400.0,274.10001
600300.0,274.20001
601200.0,274.20001
602100.0,274.20001
603000.0,274.20001
603900.0,274.20001
